method,subject,acc_mean,none_acc_mean,gain_acc_mean
filterbank_reweighting,sub-003,0.7619523809523809,0.7182380952380953,0.04371428571428571
filterbank_reweighting,sub-004,0.5081904761904762,0.5074285714285715,0.000761904761904761
filterbank_reweighting,sub-005,0.7948571428571428,0.7183809523809525,0.07647619047619049
filterbank_reweighting,sub-006,0.7954285714285714,0.7886666666666667,0.006761904761904766
filterbank_reweighting,sub-007,0.6222380952380951,0.6696666666666666,-0.047428571428571424
filterbank_reweighting,sub-008,0.7106190476190476,0.6498571428571428,0.06076190476190475
filterbank_reweighting,sub-009,0.5504761904761905,0.5965714285714285,-0.046095238095238085
filterbank_reweighting,sub-010,0.603,0.5714761904761905,0.031523809523809516
filterbank_reweighting,sub-011,0.6583333333333333,0.7561904761904762,-0.09785714285714286
filterbank_reweighting,sub-012,0.515,0.5187619047619048,-0.0037619047619047627
filterbank_reweighting,sub-013,0.5951428571428572,0.6477142857142858,-0.05257142857142857
filterbank_reweighting,sub-014,0.4928095238095238,0.5005714285714286,-0.0077619047619047615
filterbank_reweighting,sub-015,0.5593333333333333,0.5694761904761905,-0.010142857142857136
filterbank_reweighting,sub-016,0.5098571428571429,0.5246666666666667,-0.014809523809523807
filterbank_reweighting,sub-017,0.6687142857142857,0.647952380952381,0.020761904761904763
filterbank_reweighting,sub-018,0.5264761904761905,0.5882380952380952,-0.061761904761904754
filterbank_reweighting,sub-019,0.6041904761904762,0.6194761904761905,-0.015285714285714276
filterbank_reweighting,sub-020,0.554,0.5553809523809523,-0.0013809523809523764
filterbank_reweighting,sub-021,0.650952380952381,0.6325238095238096,0.01842857142857142
filterbank_reweighting,sub-022,0.6076666666666667,0.593952380952381,0.01371428571428572
filterbank_reweighting,sub-023,0.8503333333333334,0.7696666666666666,0.08066666666666668
filterbank_reweighting,sub-025,0.6419523809523809,0.7596190476190476,-0.11766666666666666
filterbank_reweighting,sub-026,0.6875,0.7708333333333334,-0.08333333333333333
filterbank_reweighting,sub-027,0.5412380952380952,0.6097619047619048,-0.06852380952380951
filterbank_reweighting,sub-028,0.6855238095238095,0.6288571428571429,0.05666666666666667
filterbank_reweighting,sub-029,0.7991428571428572,0.6776666666666666,0.12147619047619049
filterbank_reweighting,sub-030,0.598095238095238,0.7217619047619047,-0.12366666666666666
filterbank_reweighting,sub-031,0.5813809523809524,0.6438095238095237,-0.062428571428571424
filterbank_reweighting,sub-032,0.542,0.581,-0.03899999999999999
filterbank_reweighting,sub-033,0.8882380952380953,0.8727619047619047,0.015476190476190468
filterbank_reweighting,sub-034,0.6005714285714286,0.7029047619047619,-0.10233333333333333
filterbank_reweighting,sub-035,0.9008571428571429,0.900952380952381,-9.523809523810484e-05
filterbank_reweighting,sub-036,0.8988571428571428,0.8978571428571429,0.0009999999999999957
